time;sec;nsec;id;x;y;z;qx;qy;qz;qw
1513594452.379977;1513594452;379976961;80;0.3158473372526653;-0.6426436272418544;0.0;0.0;0.0;-0.12087658950745497;0.9926675425886787
1513594452.379977;1513594452;379976961;80;0.347039329245437;-0.6661344967200513;0.0;0.0;0.0;-0.045313583310801216;0.9989728120262008
1513594452.379977;1513594452;379976961;80;0.3512731628783602;-0.6670990376585452;0.0;0.0;0.0;-0.026501203111606024;0.9996487814395801
1513594452.379977;1513594452;379976961;80;0.3467963502472722;-0.6956680415682293;0.0;0.0;0.0;-0.056963370125696036;0.99837626898075
1513594452.379977;1513594452;379976961;80;0.334731840131356;-0.6927267818872923;0.0;0.0;0.0;-0.06970709261722592;0.9975675020964012
1513594452.379977;1513594452;379976961;80;0.346367578436074;-0.6882965437181221;0.0;0.0;0.0;-0.08911571948678733;0.9960212791604165
1513594452.379977;1513594452;379976961;80;0.34385187608487605;-0.6823318200253776;0.0;0.0;0.0;-0.0741092129739379;0.9972501313874987
1513594452.379977;1513594452;379976961;80;0.3425818671930092;-0.6871964653597904;0.0;0.0;0.0;-0.06200937655522198;0.9980755668882155
1513594452.379977;1513594452;379976961;80;0.3495451435460555;-0.6863487904332035;0.0;0.0;0.0;-0.094006421431092;0.9955715909615541
1513594452.379977;1513594452;379976961;80;0.34671183319676824;-0.6847474895298521;0.0;0.0;0.0;-0.07453239944694304;0.997218592602786
1513594452.5411024;1513594452;541102342;66;0.6547797444544469;-1.047119241733777;0.0;0.0;0.0;0.0;1.0
1513594452.5411024;1513594452;541102342;66;1.292857340294023;0.4412236668922366;0.0;0.0;0.0;0.0;1.0
1513594452.5411024;1513594452;541102342;66;1.149346969816698;0.6560392305895331;0.0;0.0;0.0;0.0;1.0
1513594452.5411024;1513594452;541102342;66;0.9890679495824918;0.835658983513033;0.0;0.0;0.0;0.0;1.0
1513594452.5411024;1513594452;541102342;66;0.8264462838908423;0.9754352147545245;0.0;0.0;0.0;0.0;1.0
1513594452.5411024;1513594452;541102342;66;0.6888910888136032;1.0675029063813977;0.0;0.0;0.0;0.0;1.0
1513594452.5411024;1513594452;541102342;66;0.5597125562096529;1.1456340065202129;0.0;0.0;0.0;0.0;1.0
1513594452.5411024;1513594452;541102342;66;0.31132018716929744;1.2629276647373493;0.0;0.0;0.0;0.0;1.0
1513594452.5411024;1513594452;541102342;66;0.001307487248734196;1.3467340485316173;0.0;0.0;0.0;0.0;1.0
1513594452.5411024;1513594452;541102342;66;-0.3406926758123756;1.3701837802333758;0.0;0.0;0.0;0.0;1.0
1513594452.5411024;1513594452;541102342;66;-0.7023645168485658;1.3190183470553212;0.0;0.0;0.0;0.0;1.0
1513594452.5411024;1513594452;541102342;66;-1.0769324148030186;1.175772926526568;0.0;0.0;0.0;0.0;1.0
1513594452.5411024;1513594452;541102342;66;-1.4367864764693448;0.9302380804252813;0.0;0.0;0.0;0.0;1.0
1513594452.5411024;1513594452;541102342;66;-1.5902413403522424;0.7737541942493649;0.0;0.0;0.0;0.0;1.0
1513594452.5411024;1513594452;541102342;66;-1.6808648141463576;0.6701258192996252;0.0;0.0;0.0;0.0;1.0
1513594452.5411024;1513594452;541102342;66;-1.7990202724880788;0.5056665794851508;0.0;0.0;0.0;0.0;1.0
1513594452.5411024;1513594452;541102342;66;-1.9109191153519987;0.2991102129223139;0.0;0.0;0.0;0.0;1.0
1513594452.5411024;1513594452;541102342;66;-2.0005887628967964;0.06043159636960724;0.0;0.0;0.0;0.0;1.0
1513594452.5411024;1513594452;541102342;66;-2.0582254782776377;-0.20533103476206477;0.0;0.0;0.0;0.0;1.0
1513594452.5411024;1513594452;541102342;66;-2.075358442252887;-0.493576991244239;0.0;0.0;0.0;0.0;1.0
1513594452.5411024;1513594452;541102342;66;1.529507057133755;-0.3887973962965961;0.0;0.0;0.0;0.0;1.0
1513594452.5411024;1513594452;541102342;66;1.4918827617954216;-0.08433430449455126;0.0;0.0;0.0;0.0;1.0
1513594452.5411024;1513594452;541102342;66;1.40996981072853;0.19360172421471206;0.0;0.0;0.0;0.0;1.0
1513594452.5411024;1513594452;541102342;66;4.722852720584908;-0.3617327897692767;0.0;0.0;0.0;0.0;1.0
1513594452.5411024;1513594452;541102342;66;4.659865879953094;0.1929551078306934;0.0;0.0;0.0;0.0;1.0
1513594452.5411024;1513594452;541102342;66;4.54220843921835;0.6963516028520396;0.0;0.0;0.0;0.0;1.0
1513594452.5411024;1513594452;541102342;66;4.377403015755092;1.1645731642412287;0.0;0.0;0.0;0.0;1.0
1513594452.5411024;1513594452;541102342;66;4.170388789220374;1.600805617880013;0.0;0.0;0.0;0.0;1.0
